sensorType,referenceDesignator,startTime,endTime,assetID,instrumentSN,githubCalibrationFile,vendorCalibrationFile
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2014-08-15 00:12:00,2015-08-02T00:00:00,ATOSU-69825-00002,"['18153']",none,none
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2015-08-03 22:00:00,2016-07-21T00:00:00,ATOSU-69825-00001,"['21498']",none,none
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2016-07-22 22:50:00,2017-08-10T04:00:00,ATOSU-69825-00002,"['18153']",none,none
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2017-08-10 16:00:00,2018-06-25T00:00:00,ATOSU-69825-00001,"['21498']",none,none
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2018-06-25 00:00:00,2019-06-19T04:17:00,ATOSU-69825-00002,"['18153']",none,none
ADCPSI,CE04OSBP-LJ01C-05-ADCPSI103,2020-08-19 02:23:26,nan,ATOSU-69825-00001,"['21498']",none,none
