sensorType,referenceDesignator,startTime,endTime,assetID,instrumentSN,lat,lon,githubCalibrationFile,vendorCalibrationFile
ADCPSK,CE04OSBP-LJ01C-05-ADCPSI103,2019-06-23 22:52:00,2020-08-18T23:40:00,ATAPL-58419-00002,"['18975']",44.369458,-124.953638,https://github.com/oceanobservatories/asset-management/blob/master/calibration/ADCPSK/ATAPL-58419-00002__20140829.csv,none
ADCPSK,RS01SUM2-MJ01B-12-ADCPSK101,2014-08-29 07:24:46,2018-06-25T19:30:00,ATAPL-58419-00002,"['18975']",44.569833,-125.146823,https://github.com/oceanobservatories/asset-management/blob/master/calibration/ADCPSK/ATAPL-58419-00002__20140829.csv,none
ADCPSK,RS01SUM2-MJ01B-12-ADCPSK101,2018-06-26 16:30:00,2023-08-27T02:23:00,ATAPL-58419-00003,"['18977']",44.569839,-125.146776,none,none
ADCPSK,RS01SUM2-MJ01B-12-ADCPSK101,2023-08-27 18:13:00,nan,ATAPL-58419-00002,"['18975']",44.569836,-125.146723,https://github.com/oceanobservatories/asset-management/blob/master/calibration/ADCPSK/ATAPL-58419-00002__20140829.csv,none
