referenceDesignator,deployYear,deployment,latitude,longitude,deploymentDepth,waterDepth
RS01SBPD-DP01A-03-FLCDRA102,2014,1,44.52747,-125.38067,N/A,2901
RS01SBPD-DP01A-03-FLCDRA102,2015,2,44.52764,-125.38087,N/A,2900
RS01SBPD-DP01A-03-FLCDRA102,2016,3,44.52750,-125.38063,N/A,2903
RS01SBPD-DP01A-03-FLCDRA102,2018,4,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-03-FLCDRA102,2019,5,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-03-FLCDRA102,2020,6,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-04-FLNTUA102,2014,1,44.52747,-125.38067,N/A,2901
RS01SBPD-DP01A-04-FLNTUA102,2015,2,44.52764,-125.38087,N/A,2900
RS01SBPD-DP01A-04-FLNTUA102,2016,3,44.52750,-125.38063,N/A,2903
RS01SBPD-DP01A-04-FLNTUA102,2018,4,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-04-FLNTUA102,2019,5,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-04-FLNTUA102,2020,6,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-05-OPTAAC102,2015,1,44.52764,-125.38087,N/A,2901
RS01SBPD-DP01A-05-OPTAAC102,2016,2,44.52750,-125.38063,N/A,2900
RS01SBPD-DP01A-06-DOSTAD104,2014,1,44.52747,-125.38067,N/A,2901
RS01SBPD-DP01A-06-DOSTAD104,2015,2,44.52764,-125.38087,N/A,2900
RS01SBPD-DP01A-06-DOSTAD104,2016,3,44.52750,-125.38063,N/A,2903
RS01SBPD-DP01A-06-DOSTAD104,2018,4,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-06-DOSTAD104,2019,5,44.52746,-125.38033,N/A,2903
RS01SBPD-DP01A-06-DOSTAD104,2020,6,44.52746,-125.38033,N/A,2903
RS01SBPS-PC01A-05-ADCPTD102,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-05-ADCPTD102,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-06-VADCPA101,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-07-CAMDSC102,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-08-HYDBBA103,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-CTDPFA103,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4A-DOSTAD103,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4B-PHSENA102,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2014,1,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2015,2,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2016,3,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2017,4,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2018,5,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2019,6,44.52895,-125.38966,196,2906
RS01SBPS-PC01A-4C-FLORDD103,2020,7,44.52895,-125.38966,196,2906
RS01SBPS-SF01A-2A-CTDPFA102,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-CTDPFA102,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2A-DOFSTA102,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-2D-PHSENA101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3A-FLORTD101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3B-OPTAAD101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3C-PARADA101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-3D-SPKIRA101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4A-NUTNRA101,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4B-VELPTD102,2020,8,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2014,1,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2015,2,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2016,3,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2017,4,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2018,5,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2018,6,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2019,7,44.52895,-125.38966,N/A,2906
RS01SBPS-SF01A-4F-PCO2WA101,2020,8,44.52895,-125.38966,N/A,2906
RS01SLBS-LJ01A-05-HPIESA101,2014,1,44.52229,-125.38051,2897,2897
RS01SLBS-LJ01A-05-HPIESA101,2015,2,44.52230,-125.38041,2900,2900
RS01SLBS-LJ01A-05-HPIESA101,2016,3,44.52232,-125.38031,2904,2904
RS01SLBS-LJ01A-05-HPIESA101,2017,4,44.52218,-125.38029,2884,2884
RS01SLBS-LJ01A-05-HPIESA101,2019,5,44.52226,-125.38041,2906,2906
RS01SLBS-LJ01A-09-HYDBBA102,2014,1,44.51521,-125.38984,2903,2903
RS01SLBS-LJ01A-09-HYDBBA102,2015,2,44.51518,-125.38988,2902,2902
RS01SLBS-LJ01A-09-HYDBBA102,2016,3,44.51512,-125.38992,2907,2907
RS01SLBS-LJ01A-09-HYDBBA102,2017,4,44.51509,-125.39002,2888,2888
RS01SLBS-LJ01A-09-HYDBBA102,2020,5,44.51506,-125.39001,2908,2908
RS01SLBS-LJ01A-10-ADCPTE101,2014,1,44.51521,-125.38984,2903,2903
RS01SLBS-LJ01A-10-ADCPTE101,2015,2,44.51518,-125.38988,2902,2902
RS01SLBS-LJ01A-10-ADCPTE101,2016,3,44.51520,-125.38985,2906,2906
RS01SLBS-LJ01A-10-ADCPTE101,2017,4,44.51524,-125.38996,2892,2892
RS01SLBS-LJ01A-10-ADCPTE101,2020,5,44.51524,-125.38996,2907,2907
RS01SLBS-LJ01A-11-OPTAAC103,2014,1,44.51527,-125.38981,2903,2903
RS01SLBS-LJ01A-11-OPTAAC103,2015,2,44.51522,-125.38982,2903,2903
RS01SLBS-LJ01A-11-OPTAAC103,2016,3,44.51527,-125.38982,2907,2907
RS01SLBS-LJ01A-11-OPTAAC103,2017,4,44.51523,-125.38983,2888,2888
RS01SLBS-LJ01A-11-OPTAAC103,2018,5,44.51523,-125.38981,2907,2907
RS01SLBS-LJ01A-11-OPTAAC103,2019,6,44.51528,-125.38989,2907,2907
RS01SLBS-LJ01A-11-OPTAAC103,2020,7,44.51518,-125.39000,2908,2908
RS01SLBS-LJ01A-12-CTDPFB101,2014,1,44.51527,-125.38981,2903,2903
RS01SLBS-LJ01A-12-CTDPFB101,2015,2,44.51522,-125.38982,2903,2903
RS01SLBS-LJ01A-12-CTDPFB101,2016,3,44.51527,-125.38982,2907,2907
RS01SLBS-LJ01A-12-CTDPFB101,2017,4,44.51523,-125.38983,2888,2888
RS01SLBS-LJ01A-12-CTDPFB101,2018,5,44.51523,-125.38981,2907,2907
RS01SLBS-LJ01A-12-CTDPFB101,2019,6,44.51528,-125.38989,2907,2907
RS01SLBS-LJ01A-12-CTDPFB101,2020,7,44.51518,-125.39000,2908,2908
RS01SLBS-LJ01A-12-DOSTAD101,2014,1,44.51527,-125.38981,2903,2903
RS01SLBS-LJ01A-12-DOSTAD101,2015,2,44.51522,-125.38982,2903,2903
RS01SLBS-LJ01A-12-DOSTAD101,2016,3,44.51527,-125.38982,2907,2907
RS01SLBS-LJ01A-12-DOSTAD101,2017,4,44.51523,-125.38983,2888,2888
RS01SLBS-LJ01A-12-DOSTAD101,2018,5,44.51523,-125.38981,2907,2907
RS01SLBS-LJ01A-12-DOSTAD101,2019,6,44.51528,-125.38989,2907,2907
RS01SLBS-LJ01A-12-DOSTAD101,2020,7,44.51518,-125.39000,2908,2908
RS01SLBS-MJ01A-05-HYDLFA101,2013,1,44.50978,-125.40523,2907,2907
RS01SLBS-MJ01A-05-OBSBBA102,2013,1,44.50979,-125.40526,2908,2908
RS01SLBS-MJ01A-06-PRESTA101,2014,1,44.50970,-125.40526,2907,2907
RS01SLBS-MJ01A-06-PRESTA101,2018,2,44.50973,-125.40525,2909,2909
RS01SLBS-MJ01A-12-VEL3DB101,2014,1,44.50969,-125.40526,2907,2907
RS01SLBS-MJ01A-12-VEL3DB101,2016,2,44.50971,-125.40525,2909,2909
RS01SUM1-LJ01B-05-HYDLFA104,2014,1,44.56916,-125.14791,774,774
RS01SUM1-LJ01B-05-OBSBBA101,2014,1,44.56916,-125.14790,775,775
RS01SUM1-LJ01B-06-OBSSPA103,2014,1,44.56739,-125.14418,789,789
RS01SUM1-LJ01B-06-OBSSPA103,2019,2,44.56740,-125.14420,790,790
RS01SUM1-LJ01B-07-OBSSPA102,2014,1,44.57319,-125.14392,788,788
RS01SUM1-LJ01B-08-OBSSPA101,2014,1,44.57303,-125.15250,818,818
RS01SUM1-LJ01B-09-PRESTB102,2014,1,44.56926,-125.14805,775,775
RS01SUM1-LJ01B-09-PRESTB102,2016,2,44.56924,-125.14806,773,773
RS01SUM1-LJ01B-09-PRESTB102,2017,3,44.56924,-125.14806,773,773
RS01SUM1-LJ01B-12-VEL3DB104,2014,1,44.56914,-125.14804,775,775
RS01SUM1-LJ01B-12-VEL3DB104,2016,2,44.56915,-125.14809,779,779
RS01SUM1-LJ01B-12-VEL3DB104,2017,3,44.56921,-125.14802,774,774
RS01SUM1-LJ01B-12-VEL3DB104,2018,4,44.56925,-125.14803,777,777
RS01SUM1-LJ01B-12-VEL3DB104,2019,5,44.56914,-125.14799,778,778
RS01SUM2-MJ01B-00-FLOBNC101,2013,1,44.56997,-125.14664,787,787
RS01SUM2-MJ01B-00-FLOBNC101,2014,2,44.56995,-125.14679,773,773
RS01SUM2-MJ01B-00-FLOBNC101,2015,3,44.57000,-125.14681,775,775
RS01SUM2-MJ01B-00-FLOBNC101,2016,4,44.56997,-125.14678,776,776
RS01SUM2-MJ01B-00-FLOBNC101,2017,5,44.56999,-125.14678,771,771
RS01SUM2-MJ01B-00-FLOBNC101,2018,6,44.56992,-125.14674,776,776
RS01SUM2-MJ01B-00-FLOBNC101,2019,7,44.56995,-125.14680,775,775
RS01SUM2-MJ01B-00-FLOBNC101,2020,8,44.56993,-125.14679,775,775
RS01SUM2-MJ01B-00-FLOBNM101,2013,1,44.56992,-125.14664,775,775
RS01SUM2-MJ01B-00-FLOBNM101,2014,2,44.56994,-125.14679,774,774
RS01SUM2-MJ01B-00-FLOBNM101,2015,3,44.57000,-125.14680,774,774
RS01SUM2-MJ01B-00-FLOBNM101,2016,4,44.56994,-125.14677,773,773
RS01SUM2-MJ01B-00-FLOBNM101,2017,5,44.56999,-125.14677,771,771
RS01SUM2-MJ01B-00-FLOBNM101,2018,6,44.56992,-125.14676,776,776
RS01SUM2-MJ01B-00-FLOBNM101,2019,7,44.56994,-125.14679,775,775
RS01SUM2-MJ01B-00-FLOBNM101,2020,8,44.56993,-125.14675,776,776
RS01SUM2-MJ01B-00-OSMOIA101,2014,1,44.56998,-125.14680,774,774
RS01SUM2-MJ01B-00-OSMOIA101,2015,2,44.57007,-125.14679,774,774
RS01SUM2-MJ01B-00-OSMOIA101,2016,3,44.56999,-125.14677,774,774
RS01SUM2-MJ01B-00-OSMOIA101,2017,4,44.56998,-125.14678,772,772
RS01SUM2-MJ01B-00-OSMOIA101,2018,5,44.56993,-125.14675,776,776
RS01SUM2-MJ01B-00-OSMOIA101,2019,6,44.56993,-125.14679,775,775
RS01SUM2-MJ01B-00-OSMOIA101,2020,7,44.56994,-125.14678,774,774
RS01SUM2-MJ01B-05-CAMDSB103,2014,1,44.56999,-125.14671,774,774
RS01SUM2-MJ01B-05-CAMDSB103,2016,2,44.57000,-125.14671,775,775
RS01SUM2-MJ01B-05-CAMDSB103,2017,3,44.57001,-125.14671,772,772
RS01SUM2-MJ01B-05-CAMDSB103,2018,4,44.57005,-125.14670,776,776
RS01SUM2-MJ01B-05-CAMDSB103,2019,5,44.57005,-125.14670,776,776
RS01SUM2-MJ01B-05-CAMDSB103,2020,6,44.57003,-125.14671,776,776
RS01SUM2-MJ01B-06-MASSPA101,2014,1,44.56999,-125.14679,774,774
RS01SUM2-MJ01B-06-MASSPA101,2016,2,44.56995,-125.14679,776,776
RS01SUM2-MJ01B-06-MASSPA101,2017,3,44.56993,-125.14664,770,770
RS01SUM2-MJ01B-06-MASSPA101,2018,4,44.56994,-125.14664,775,775
RS01SUM2-MJ01B-08-OVRSRA101,2018,1,44.57000,-125.14728,773,773
RS01SUM2-MJ01B-08-OVRSRA101,2019,2,44.57000,-125.14728,773,773
RS01SUM2-MJ01B-09-CAMPIA101,2019,2,44.56991,-125.14710,773,773
RS01SUM2-MJ01B-10-QNTSRA101,2018,1,44.56996,-125.14678,776,776
RS01SUM2-MJ01B-10-QNTSRA101,2020,1,44.57000,-125.14674,777,777
RS01SUM2-MJ01B-11-CTDPFA110,2018,1,44.56982,-125.14671,774,774
RS01SUM2-MJ01B-11-CTDPFA110,2020,2,44.56981,-125.14673,773,773
RS01SUM2-MJ01B-12-ADCPSK101,2014,1,44.56983,-125.14682,772,772
RS01SUM2-MJ01B-12-ADCPSK101,2018,2,44.56985,-125.14678,775,775
RS03ASHS-MJ03B-00-OSMOIA301,2014,1,45.93362,-130.01368,1540,1540
RS03ASHS-MJ03B-00-OSMOIA301,2015,2,45.93370,-130.01366,1543,1543
RS03ASHS-MJ03B-00-OSMOIA301,2016,3,45.93365,-130.01369,1540,1540
RS03ASHS-MJ03B-00-OSMOIA301,2017,4,45.93365,-130.01369,1541,1541
RS03ASHS-MJ03B-00-OSMOIA301,2018,5,45.93365,-130.01369,1545,1545
RS03ASHS-MJ03B-00-OSMOIA301,2019,6,45.93366,-130.01369,1546,1546
RS03ASHS-MJ03B-00-OSMOIA301,2020,7,45.93366,-130.01369,1546,1546
RS03ASHS-MJ03B-05-OBSSPA302,2013,1,45.93378,-130.01409,1545,1545
RS03ASHS-MJ03B-06-OBSSPA301,2013,1,45.93355,-129.99923,1534,1534
RS03ASHS-MJ03B-07-TMPSFA301,2014,1,45.93365,-130.01369,1540,1540
RS03ASHS-MJ03B-07-TMPSFA301,2017,2,45.93365,-130.01369,1541,1541
RS03ASHS-MJ03B-09-BOTPTA304,2017,3,45.93364,-130.01390,1541,1541
RS03ASHS-MJ03B-10-CTDPFB304,2017,1,45.93368,-130.01388,1540,1540
RS03ASHS-MJ03B-10-CTDPFB304,2018,2,45.93378,-130.01386,1544,1544
RS03ASHS-MJ03B-10-CTDPFB304,2019,3,45.93377,-130.01384,1546,1546
RS03ASHS-MJ03B-10-CTDPFB304,2020,4,45.93376,-130.01388,1545,1545
RS03ASHS-MJ03B-12-COVISA301,2018,1,45.93360,-130.01356,1541,1541
RS03ASHS-MJ03B-12-COVISA301,2019,2,45.93360,-130.01356,1547,1547
RS03ASHS-PN03B-06-CAMHDA301,2013,1,45.93360,-130.01363,1540,1540
RS03ASHS-PN03B-06-CAMHDA301,2015,2,45.93364,-130.01364,1542,1542
RS03ASHS-PN03B-06-CAMHDA301,2016,3,45.93364,-130.01364,1543,1543
RS03ASHS-PN03B-06-CAMHDA301,2017,4,45.93364,-130.01364,1539,1539
RS03ASHS-PN03B-06-CAMHDA301,2018,5,45.93364,-130.01364,1544,1544
RS03ASHS-PN03B-06-CAMHDA301,2019,6,45.93364,-130.01364,1544,1544
RS03ASHS-PN03B-06-CAMHDA301,2020,7,45.93364,-130.01364,1545,1545
RS03AXBS-LJ03A-05-HPIESA301,2014,1,45.82395,-129.75980,2609,2609
RS03AXBS-LJ03A-05-HPIESA301,2015,2,45.82405,-129.75995,2609,2609
RS03AXBS-LJ03A-05-HPIESA301,2016,3,45.82421,-129.75995,2614,2614
RS03AXBS-LJ03A-05-HPIESA301,2018,4,45.82410,-129.75979,2600,2600
RS03AXBS-LJ03A-05-HPIESA301,2019,5,45.82395,-129.75963,2615,2615
RS03AXBS-LJ03A-05-HPIESA301,2020,6,45.82415,-129.75962,2616,2616
RS03AXBS-LJ03A-09-HYDBBA302,2014,1,45.81680,-129.75416,2609,2609
RS03AXBS-LJ03A-09-HYDBBA302,2015,2,45.81687,-129.75436,2610,2610
RS03AXBS-LJ03A-09-HYDBBA302,2016,3,45.81668,-129.75435,2610,2610
RS03AXBS-LJ03A-09-HYDBBA302,2017,4,45.81669,-129.75424,2598,2598
RS03AXBS-LJ03A-10-ADCPTE303,2014,1,45.81680,-129.75416,2609,2609
RS03AXBS-LJ03A-10-ADCPTE303,2015,2,45.81687,-129.75436,2610,2610
RS03AXBS-LJ03A-10-ADCPTE303,2016,3,45.81678,-129.75418,2610,2610
RS03AXBS-LJ03A-10-ADCPTE303,2017,4,45.81679,-129.75413,2599,2599
RS03AXBS-LJ03A-11-OPTAAC303,2014,1,45.81685,-129.75416,2606,2606
RS03AXBS-LJ03A-11-OPTAAC303,2015,2,45.81688,-129.75425,2606,2606
RS03AXBS-LJ03A-11-OPTAAC303,2016,3,45.81684,-129.75419,2610,2610
RS03AXBS-LJ03A-11-OPTAAC303,2017,4,45.81680,-129.75400,2598,2598
RS03AXBS-LJ03A-11-OPTAAC303,2018,5,45.81682,-129.75403,2599,2599
RS03AXBS-LJ03A-11-OPTAAC303,2019,6,45.81681,-129.75406,2611,2611
RS03AXBS-LJ03A-11-OPTAAC303,2020,7,45.81681,-129.75404,2612,2612
RS03AXBS-LJ03A-12-CTDPFB301,2014,1,45.81685,-129.75416,2606,2606
RS03AXBS-LJ03A-12-CTDPFB301,2015,2,45.81688,-129.75425,2606,2606
RS03AXBS-LJ03A-12-CTDPFB301,2016,3,45.81684,-129.75419,2610,2610
RS03AXBS-LJ03A-12-CTDPFB301,2017,4,45.81680,-129.75400,2598,2598
RS03AXBS-LJ03A-12-CTDPFB301,2018,5,45.81682,-129.75403,2599,2599
RS03AXBS-LJ03A-12-CTDPFB301,2019,6,45.81681,-129.75406,2611,2611
RS03AXBS-LJ03A-12-CTDPFB301,2020,7,45.81681,-129.75404,2612,2612
RS03AXBS-LJ03A-12-DOSTAD301,2014,1,45.81685,-129.75416,2606,2606
