CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
TN326,,,,RS03AXBS-LJ03A,2,1,2015-07-13T05:43:00,2016-07-11T00:00:00,RS03AXBS-LJ03A-0000,ATAPL-65310-00011,,45.816869,-129.754362,,2610,2610,,,
SKQ201610S,,,,RS03AXBS-LJ03A,3,1,2016-07-12T00:00:00,2017-07-31T01:00:00,RS03AXBS-LJ03A-0000,ATAPL-65310-00007,,45.816778,-129.754181,,2610,2610,,,
RR1713,,,,RS03AXBS-LJ03A,4,1,2017-07-31T22:30:00,2022-08-27T23:46:00,RS03AXBS-LJ03A-0000,ATAPL-65310-00011,,45.816791,-129.754125,,2600,2600,,,
TN407,,,,RS03AXBS-LJ03A,5,1,2022-08-29T22:40:00,,RS03AXBS-LJ03A-0000,ATAPL-65310-00007,,45.816784,-129.754098,,2608,2608,,,
TN313,,,,RS03AXBS-MJ03A,1,1,2014-08-08T11:14:00,,RS03AXBS-MJ03A-0000,ATAPL-65244-00023,,45.820225,-129.736591,,2612,2612,,,
SKQ201610S,,,,RS03AXBS-MJ03A,2,1,2016-07-13T00:00:00,2019-07-07T02:34:15,RS03AXBS-MJ03A-0000,ATAPL-65244-00035,,45.820174,-129.736499,,2611,2611,,,
TN382,,,,RS03AXBS-MJ03A,3,1,2019-07-07T02:16:41,,RS03AXBS-MJ03A-0000,ATAPL-65244-00026,,45.820191,-129.736415,,2612,2612,,,
TN268,,,,RS03AXBS-PN03A,1,,2012-08-16T00:00:00,2014-05-20T00:00:00,RS03AXBS-PN03A-0000,ATSOO-70232-PN03A,,45.82058,-129.74355,,2600,2600,,,
TN313,,,,RS03AXBS-PN03A,2,,2014-05-20T00:00:00,,RS03AXBS-PN03A-0000,ATSOO-70232-PN03A,,45.820455,-129.743155,,2611,2611,,,
TN313,,,,RS03AXPD-DP03A,1,1,2014-08-09T21:00:00,2015-07-26T14:11:08,ATAPL-69545-00001,ATAPL-71403-00003,,45.829731,-129.759059,,N/A,2608,,,
TN326,,,,RS03AXPD-DP03A,2,1,2015-07-28T18:37:16,2015-08-05T00:42:27,ATAPL-69545-00001,ATAPL-71403-00005,,45.829678,-129.759061,,N/A,2603,,,
RR1715,,,,RS03AXPD-DP03A,3,1,2017-08-23T09:30:00,2018-07-26T00:00:00,ATAPL-69545-00001,ATAPL-71403-00002,,45.829651,-129.759299,,N/A,2612,,,
RR1812,,,,RS03AXPD-DP03A,4,1,2018-07-26T00:00:00,2019-07-03T06:37:00,ATAPL-69545-00001,ATAPL-71403-00005,,45.829651,-129.759299,,N/A,2612,,,
AT42-12,,,,RS03AXPD-DP03A,5,1,2019-07-03T20:30:00,2020-01-17T20:05:00,ATAPL-69545-00001,ATAPL-71403-00002,,45.829651,-129.759299,,N/A,2612,,,
TN382,,,,RS03AXPD-DP03A,6,1,2020-08-19T12:00:00,2021-08-27T05:00:00,ATAPL-69545-00001,ATAPL-71403-00004,,45.829651,-129.759299,,N/A,2612,,,
TN393,,,,RS03AXPD-DP03A,7,1,2021-08-27T06:00:00,2022-08-28T11:11:38,ATAPL-69545-00001,ATAPL-71403-00006,,45.829651,-129.759299,,N/A,2612,,, 
TN407,,,,RS03AXPD-DP03A,8,1,2022-08-29T00:00:00,,ATAPL-69545-00001,ATAPL-71403-00007,,45.829651,-129.759299,,N/A,2612,,, 
TN313,,,,RS03AXPD-PD03A,1,1,2014-08-09T21:00:00,2015-07-26T14:11:08,ATAPL-69545-00001,ATAPL-71533-00003,,45.829751,-129.759059,,2894,2608,,,
TN326,,,,RS03AXPD-PD03A,2,1,2015-07-28T18:37:16,2015-08-05T00:42:27,ATAPL-69545-00001,ATAPL-71533-00001,,45.829678,-129.759061,,2896,2603,,,
RR1715,,,,RS03AXPD-PD03A,3,1,2017-08-23T09:30:00,,ATAPL-69545-00001,ATAPL-71533-00001,,45.829651,-129.759299,,2895,2612,,,
TN313,,,,RS03AXPS-LV03A,1,1,2014-07-20T01:05:25,2021-08-04T07:20:17,RS03AXPS-LV03A-0000,ATAPL-65291-00046,,45.816769,-129.754071,,2604,2604,,,
TN393,,,,RS03AXPS-LV03A,2,1,2021-08-04T02:26:17,,RS03AXPS-LV03A-0000,ATAPL-65291-00047,,45.816712,-129.754055,,2609,2609,,,
TN313,,,,RS03AXPS-PC03A,1,1,2014-09-27T13:29:00,2015-07-09T00:00:00,ATAPL-67762-30001,ATAPL-69839-00103,,45.830481,-129.753284,,187,2611,,,
TN326,,,,RS03AXPS-PC03A,2,1,2015-07-09T00:07:00,2016-07-14T00:00:00,ATAPL-67762-30001,ATAPL-69839-00106,,45.830481,-129.753284,,187,2611,,,
SKQ201610S,,,,RS03AXPS-PC03A,3,1,2016-07-14T21:18:00,2017-07-30T14:00:00,ATAPL-67762-30001,ATAPL-69839-00103,,45.830481,-129.753284,,187,2611,,,
RR1713,,,,RS03AXPS-PC03A,4,1,2017-07-31T04:00:00,2018-07-02T20:30:00,ATAPL-67762-30001,ATAPL-69839-00106,,45.830481,-129.753284,,187,2611,,,
AT42-12,,,,RS03AXPS-PC03A,5,1,2019-06-14T13:26:00,2020-08-04T18:59:10,ATAPL-67762-30001,ATAPL-69839-00106,,45.830460,-129.753213,,190,2611,,,
TN382,,,,RS03AXPS-PC03A,6,1,2020-08-05T15:16:07,2021-08-03T01:26:00,ATAPL-67762-30001,ATAPL-69839-00103,,45.830460,-129.753213,,190,2611,,,
TN393,,,,RS03AXPS-PC03A,7,1,2021-08-04T18:00:00,2022-08-12T00:38:00,ATAPL-67762-30001,ATAPL-69839-00106,,45.830460,-129.753213,,190,2611,,,
TN407,,,,RS03AXPS-PC03A,8,1,2022-08-13T00:57:00,,ATAPL-67762-30001,ATAPL-69839-00106,,45.830460,-129.753213,,190,2611,,,
TN313,,,,RS03AXPS-SC03A,1,1,2014-09-27T13:29:00,2015-07-09T00:00:00,ATAPL-67762-30001,ATAPL-69140-00122,,45.830481,-129.753284,,187,2611,,,
TN326,,,,RS03AXPS-SC03A,2,1,2015-07-09T00:07:00,2016-07-14T00:00:00,ATAPL-67762-30001,ATAPL-69140-00125,,45.830481,-129.753284,,187,2611,,,
SKQ201610S,,,,RS03AXPS-SC03A,3,1,2016-07-14T21:18:00,2017-07-30T14:00:00,ATAPL-67762-30001,ATAPL-69140-00122,,45.830481,-129.753284,,187,2611,,,
RR1713,,,,RS03AXPS-SC03A,4,1,2017-07-31T04:00:00,2018-07-02T20:30:00,ATAPL-67762-30001,ATAPL-69140-00125,,45.830481,-129.753284,,187,2611,,,
AT42-12,,,,RS03AXPS-SC03A,5,1,2019-06-14T13:26:00,2020-08-04T18:59:10,ATAPL-67762-30001,ATAPL-69140-00125,,45.830460,-129.753213,,190,2611,,,
TN382,,,,RS03AXPS-SC03A,6,1,2020-08-05T15:16:07,2021-08-03T01:26:00,ATAPL-67762-30001,ATAPL-69140-00122,,45.830460,-129.753213,,190,2611,,,
TN393,,,,RS03AXPS-SC03A,7,1,2021-08-04T18:00:00,2022-08-12T00:38:00,ATAPL-67762-30001,ATAPL-69839-00125,,45.830460,-129.753213,,190,2611,,,              
TN407,,,,RS03AXPS-SC03A,8,1,2022-08-13T00:57:00,,ATAPL-67762-30001,ATAPL-69839-00122,,45.830460,-129.753213,,190,2611,,,
TN313,,,,RS03AXPS-SF03A,1,1,2014-09-27T18:33:00,2015-07-09T00:00:00,ATAPL-67762-30001,ATAPL-68870-00142,,45.830481,-129.753284,,N/A,2611,,,
TN326,,,,RS03AXPS-SF03A,2,1,2015-07-09T04:16:00,2016-07-14T00:00:00,ATAPL-67762-30001,ATAPL-68870-00145,,45.830481,-129.753284,,N/A,2611,,,
SKQ201610S,,,,RS03AXPS-SF03A,3,1,2016-07-14T21:18:00,2017-07-30T14:00:00,ATAPL-67762-30001,ATAPL-68870-00142,,45.830481,-129.753284,,N/A,2611,,,
RR1713,,,,RS03AXPS-SF03A,4,1,2017-07-31T04:00:00,2018-07-02T20:30:00,ATAPL-67762-30001,ATAPL-68870-00145,,45.830481,-129.753284,,N/A,2611,,,
AT42-12,,,,RS03AXPS-SF03A,5,1,2019-06-14T13:26:00,2020-08-04T18:59:10,ATAPL-67762-30001,ATAPL-68870-00145,,45.830460,-129.753213,,N/A,2611,,,
TN382,,,,RS03AXPS-SF03A,6,1,2020-08-05T15:16:07,2021-08-03T01:26:00,ATAPL-67762-30001,ATAPL-68870-00142,,45.830460,-129.753213,,N/A,2611,,,
TN393,,,,RS03AXPS-SF03A,7,1,2021-08-04T18:00:00,2022-08-12T00:38:00,ATAPL-67762-30001,ATAPL-69839-00145,,45.830460,-129.753213,,N/A,2611,,,
TN407,,,,RS03AXPS-SF03A,8,1,2022-08-13T00:57:00,,ATAPL-67762-30001,ATAPL-69839-00142,,45.830460,-129.753213,,N/A,2611,,,
TN299,,,,RS03AXSM-PN03B,1,1,2013-08-01T00:00:00,,RS03AXSM-PN03B-0000,ATSOO-70232-PN03B,,45.941273,-129.969737,,1530,1530,also listed as ATSOO-70232-01H3B,,
TN313,,,,RS03CCAL-MJ03F,1,1,2014-07-25T21:05:00,2018-07-06T02:05:34,RS03CCAL-MJ03F-0000,ATAPL-65244-00031,,45.954828,-130.008923,,1526,1526,,,
RR1810,,,,RS03CCAL-MJ03F,2,1,2018-07-05T23:06:34,2021-08-28T15:48:02,RS03CCAL-MJ03F-0000,ATAPL-65244-00023,,45.954861,-130.009013,,1531,1531,,,
TN393,,,,RS03CCAL-MJ03F,3,1,2021-08-28T13:32:02,,RS03CCAL-MJ03F-0000,ATAPL-65244-00030,,45.954897,-130.008892,,1527,1527,,,
TN299,,,,RS03ECAL-MJ03E,1,1,2013-07-27T04:37:19,,RS03ECAL-MJ03E-0000,ATAPL-65244-00030,,45.939834,-129.974214,,1517,1517,,,
TN382,,,,RS03ECAL-MJ03E,2,1,2020-08-17T02:40:00,,RS03ECAL-MJ03E-0000,ATAPL-65244-00031,,45.939835,-129.974157,,1521,1521,,,
TN313,,,,RS03INT1-MJ03C,1,1,2014-07-27T23:15:00,2021-08-29T07:39:02,RS03INT1-MJ03C-0000,ATAPL-65244-00028,,45.926259,-129.978937,,1523,1523,,,
TN393,,,,RS03INT1-MJ03C,2,1,2021-08-29T12:47:32,,RS03INT1-MJ03C-0000,ATAPL-65244-00024,,45.926287,-129.978886,,1521,1521,,,
TN313,,,,RS03INT2-MJ03D,1,1,2014-07-24T23:20:00,2016-07-26T00:00:00,RS03INT2-MJ03D-0000,ATAPL-65244-00029,,45.925946,-129.977893,,1531,1531,,,
SKQ201610S,,,,RS03INT2-MJ03D,2,1,2016-07-26T23:10:00,2018-07-05T00:00:00,RS03INT2-MJ03D-0000,ATAPL-65244-00036,,45.925874,-129.977682,,1531,1531,,,
RR1810,,,,RS03INT2-MJ03D,3,1,2018-07-05T00:00:00,,RS03INT2-MJ03D-0000,ATAPL-65244-00029,,45.925841,-129.977609,,1532,1532,,,
TN268,,,,RS05MDPL-PN05A,1,,2012-08-11T00:00:00,,RS05MDPL-PN05A-0000,ATSOO-70232-PN05A,,45.755555,-127.278438,,2850,2850,,,
