referenceDesignator,deployYear,deployment,latitude,longitude,deploymentDepth,waterDepth
CE04OSPS-SF01B-2B-PHSENA108,2014,1,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2015,2,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2016,3,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2017,4,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2018,5,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2019,6,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-2B-PHSENA108,2020,7,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2014,1,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2015,2,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2016,3,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2017,4,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2018,5,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2019,6,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2020,7,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3A-FLORTD104,2021,8,44.374225,-124.956429,N/A,574
CE04OSPS-SF01B-3B-OPTAAD105,2014,1,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2015,2,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2016,3,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2017,4,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2018,5,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2019,6,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2020,7,44.3742111,-124.9564809,N/A,580
CE04OSPS-SF01B-3B-OPTAAD105,2021,8,44.374225,-124.956429,N/A,574
CE04OSPS-SF01B-3C-PARADA102,2014,1,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3C-PARADA102,2015,2,44.37416348,-124.9564804,N/A,580
CE04OSPS-SF01B-3C-PARADA102,2016,3,44.37416348,-124.9564804,N/A,580
